rno,level,lose,point,profileIconId,summonerName,tier,win
816,65,207,460,4762,FKU선에디,GRANDMASTER,316
817,159,155,459,933,Bvvoy,GRANDMASTER,200
818,187,86,459,4499,쌈땀,GRANDMASTER,164
819,113,385,458,4816,코취,GRANDMASTER,542
820,177,212,458,1157,후리지아꽃향기,GRANDMASTER,246
821,317,652,457,4749,나라카일,GRANDMASTER,684
822,114,608,457,4576,youxin,GRANDMASTER,679
823,114,431,457,1113,HUYATVahun,GRANDMASTER,481
824,145,196,457,7,bowstring,GRANDMASTER,231
825,145,878,456,4666,lfffff,GRANDMASTER,987
826,257,640,456,4562,urcarol,GRANDMASTER,656
827,143,583,456,4690,Canyong,GRANDMASTER,625
828,93,272,456,4590,예멘모카마타리,GRANDMASTER,408
829,215,64,456,7,운삼기칠,GRANDMASTER,114
830,137,456,455,21,Sup2020,GRANDMASTER,486
831,149,622,454,7,haichao,GRANDMASTER,639
832,117,391,454,4498,qiangwen,GRANDMASTER,444
833,139,385,454,4412,URGOLD,GRANDMASTER,436
834,434,243,454,1630,혜민모찌,GRANDMASTER,330
835,62,167,454,4816,yiburongci,GRANDMASTER,251
836,293,851,452,3165,OCD1,GRANDMASTER,872
837,242,444,452,13,이족보행돼지탱크,GRANDMASTER,487
838,123,464,451,4568,qyio2,GRANDMASTER,545
839,231,318,451,4295,에이핑크,GRANDMASTER,351
840,284,191,451,4842,킬리언머핀,GRANDMASTER,247
841,158,726,450,4019,zbybz,GRANDMASTER,857
842,431,717,450,4561,쟝삐에르마뉘엘,GRANDMASTER,752
843,318,644,449,1160,쉔드백,GRANDMASTER,685
844,369,376,449,3866,이탈리야전문점,GRANDMASTER,428
845,123,608,448,4781,kekekekekkkaaa,GRANDMASTER,703
846,187,469,448,4025,iammmmmmm17,GRANDMASTER,520
847,122,262,448,4568,1wancibeishang,GRANDMASTER,291
848,317,129,448,4857,고종,GRANDMASTER,213
849,145,581,447,20,LOVEGD,GRANDMASTER,615
850,249,491,447,4815,챌찍고챔프폭늘림,GRANDMASTER,525
851,176,748,446,4795,김솔킬,GRANDMASTER,862
852,73,256,446,2077,기발한그브,GRANDMASTER,337
853,135,258,446,4794,밤이깊었으면좋겠,GRANDMASTER,269
854,111,139,446,4816,새벽녘의이슬,GRANDMASTER,177
855,497,1126,445,577,BloomingLily,GRANDMASTER,1143
856,165,914,445,25,인생터진쓰레기,GRANDMASTER,998
857,382,942,445,1670,HLECheoni,GRANDMASTER,963
858,151,468,445,931,강붕스1,GRANDMASTER,499
859,233,151,445,4851,elbicnivni,GRANDMASTER,215
860,121,709,444,1115,woshinilaoba,GRANDMASTER,730
861,268,575,444,4568,BRBShadow,GRANDMASTER,609
862,179,563,444,28,금똥왁왁,GRANDMASTER,587
863,92,228,444,4816,하루만쉬고싶다,GRANDMASTER,325
864,230,163,444,3879,ZuoXiukai,GRANDMASTER,209
865,64,37,444,4065,Swalla,GRANDMASTER,122
866,256,17,444,4631,차은호,GRANDMASTER,60
867,117,651,443,4673,UsadaPekoraOuO,GRANDMASTER,672
868,206,314,443,4832,커피무새,GRANDMASTER,355
869,74,267,443,4638,lineup30min,GRANDMASTER,331
870,51,95,443,3002,Xiaoyiall,GRANDMASTER,181
871,186,1095,442,4834,SSssqwtrf,GRANDMASTER,1125
872,259,872,442,4833,Lucile,GRANDMASTER,905
873,131,721,442,4778,Yumeomiteta,GRANDMASTER,768
874,310,637,442,4816,탑팁,GRANDMASTER,659
875,143,379,442,3379,방심했어요앗,GRANDMASTER,409
876,296,308,442,4086,Keria3,GRANDMASTER,339
877,93,267,442,4568,이V,GRANDMASTER,327
878,296,252,442,4248,BeChanged,GRANDMASTER,291
879,61,139,442,23,999701801164,GRANDMASTER,218
880,119,435,441,7,Errrry,GRANDMASTER,471
881,69,213,441,10,XinMo3,GRANDMASTER,308
882,238,217,441,523,DODARI,GRANDMASTER,260
883,76,154,441,1297,방앗간호랑이,GRANDMASTER,248
884,181,159,441,4654,응애나애기경환,GRANDMASTER,203
885,529,1587,440,4022,멘잡쌰,GRANDMASTER,1563
886,275,809,440,7,빵재,GRANDMASTER,774
887,88,357,440,4832,비비보배,GRANDMASTER,471
888,223,393,440,1628,qnbz,GRANDMASTER,422
889,55,123,440,29,불타오르는강철,GRANDMASTER,210
890,491,570,439,4851,아이타이,GRANDMASTER,579
891,97,387,439,7,Shimamura,GRANDMASTER,477
892,174,246,439,4816,포항참치박정훈,GRANDMASTER,287
893,315,729,438,1296,Hamblanc,GRANDMASTER,786
894,80,275,438,4666,gkatjrgs,GRANDMASTER,359
895,246,240,438,1298,나랑랑이,GRANDMASTER,271
896,98,222,438,4786,스눈아,GRANDMASTER,250
897,297,470,437,3160,김떡순,GRANDMASTER,509
898,180,306,437,4816,전설의기전세님,GRANDMASTER,352
899,132,185,437,4492,군밤갑,GRANDMASTER,216
900,615,1349,436,4535,츠치,GRANDMASTER,1332
901,377,1172,436,4834,bulago,GRANDMASTER,1205
902,312,544,436,1113,해강고원딜,GRANDMASTER,552
903,183,446,436,4783,HOR0,GRANDMASTER,495
904,91,302,436,1453,자르반74자세,GRANDMASTER,390
905,74,173,436,4500,미연이노예,GRANDMASTER,283
906,187,86,436,3367,붉은여왕효과,GRANDMASTER,179
907,44,76,436,23,TegridyFarms,GRANDMASTER,122
908,171,649,435,4784,Schatzziiguqingc,GRANDMASTER,698
909,107,498,435,4787,midkinggyu1,GRANDMASTER,590
910,338,440,435,4550,쌍둥이그림자모험,GRANDMASTER,466
911,76,296,435,3591,zcvxcx,GRANDMASTER,386
912,197,265,435,7,어른이된다는게,GRANDMASTER,300
913,62,99,435,4535,Pikachu,GRANDMASTER,161
914,163,603,434,23,전이콜,GRANDMASTER,724
915,111,408,434,4681,니가뭔데나를판단,GRANDMASTER,482
916,75,183,434,3839,김병준수,GRANDMASTER,265
917,234,130,434,3790,Maze98,GRANDMASTER,217
918,206,345,433,4572,참된서폿은무슨,GRANDMASTER,469
919,234,460,433,4783,쿠붕이,GRANDMASTER,456
920,241,238,433,4849,보흰,GRANDMASTER,288
921,303,106,433,3791,고수님,GRANDMASTER,194
922,449,353,432,4847,Excuse,GRANDMASTER,380
923,291,336,432,7,Calmdownwin,GRANDMASTER,363
924,169,727,431,685,연패후연승,GRANDMASTER,796
925,140,557,431,10,20040320,GRANDMASTER,609
926,108,356,431,4832,메메메메두사,GRANDMASTER,400
927,350,159,431,4555,권예솔,GRANDMASTER,233
928,55,49,431,4786,크리스마스,GRANDMASTER,98
929,451,66,430,1391,빛기연,GRANDMASTER,139
930,375,535,429,4471,외쳐주유소갓라카,GRANDMASTER,561
931,324,489,429,4832,DWGGhost,GRANDMASTER,525
932,120,416,429,1114,재서냥,GRANDMASTER,515
933,67,190,429,4832,Palau,GRANDMASTER,280
934,64,237,429,20,yaobukejidemeng,GRANDMASTER,269
935,69,151,429,4834,장임박,GRANDMASTER,243
936,454,199,429,1451,Coolp1s,GRANDMASTER,236
937,64,146,429,29,어린아이,GRANDMASTER,235
938,70,112,429,4630,자프키엘,GRANDMASTER,219
939,105,69,429,7,인간오십년,GRANDMASTER,107
940,191,452,428,588,빵속에순우유,GRANDMASTER,516
941,233,390,428,4654,ILoveRilli,GRANDMASTER,416
942,231,168,428,4780,Honey0908,GRANDMASTER,206
943,217,1447,427,7,qweradsf,GRANDMASTER,1564
944,249,1110,427,502,ADGGAAAPP,GRANDMASTER,1180
945,282,496,427,0,BAY헌터,GRANDMASTER,524
946,123,371,426,4497,AFBuLLDoG,GRANDMASTER,472
947,339,737,418,4835,Verit4s,GRANDMASTER,758
948,256,1546,406,3862,AweINT,GRANDMASTER,1556
949,483,586,401,4804,GenGFlawless,GRANDMASTER,611
950,143,224,389,4660,happygame24,GRANDMASTER,269
951,110,412,386,4835,Platzman,GRANDMASTER,492
952,457,1570,380,4653,Roca04,GRANDMASTER,1581
953,409,1323,370,4655,혼자두면돌연사함,GRANDMASTER,1351
954,69,202,481,22,liiiIlIIIlili,MASTER,263
955,499,1334,466,4036,wannaberookie,MASTER,1350
956,473,1536,463,27,cqpo,MASTER,1580
957,236,561,458,4650,블루맛만보자,MASTER,571
958,111,333,454,4832,Seo1i,MASTER,437
959,579,1361,449,1441,난너의서포터,MASTER,1420
960,217,1046,441,4783,하정콩,MASTER,1156
961,595,1467,437,4568,SANDBOXTolanD,MASTER,1447
962,249,518,437,3804,뽀정원,MASTER,551
963,147,821,435,4653,yiwancibeishang,MASTER,844
964,71,223,433,4631,신상공원,MASTER,309
965,375,1048,429,4832,오근혁5,MASTER,1067
966,137,744,429,29,Walkinsilence,MASTER,779
967,146,735,427,4757,Freecssr,MASTER,774
968,276,182,427,4816,CCRGB,MASTER,198
969,66,61,427,4020,말랑말랑솜방망이,MASTER,167
970,129,425,426,3797,dxkcvkfdf,MASTER,464
971,237,315,426,4816,안녕나는김꼬북,MASTER,353
972,74,229,426,29,aPain,MASTER,324
973,76,221,426,4559,레전드게스트짱구,MASTER,305
974,171,208,426,4779,옘뱅,MASTER,243
975,159,192,425,4363,한봄1,MASTER,227
976,202,614,424,7,AweNatu,MASTER,630
977,376,487,424,4838,Caesar1,MASTER,518
978,168,129,424,4427,세르델YouTube,MASTER,165
979,215,1205,423,4795,jujujujujujujuzi,MASTER,1236
980,522,567,423,29,김구거,MASTER,593
981,417,484,423,3494,Hinu,MASTER,526
982,86,370,423,4661,kinaaaa,MASTER,463
983,308,368,423,591,hwaljjak,MASTER,421
984,327,348,422,4407,ADJiayo,MASTER,379
985,86,340,422,4652,초바모자,MASTER,377
986,276,120,422,4086,나는탑만가,MASTER,159
987,258,1311,421,4568,EC1996,MASTER,1372
988,170,845,421,4783,시간이천천히흘러,MASTER,875
989,67,192,421,4785,98kqingxunaw,MASTER,299
990,54,116,421,7,xiyingqwq,MASTER,199
991,216,1022,419,6,SDXmid1046119298,MASTER,1054
992,120,281,419,4355,Lastvvinter,MASTER,319
993,110,430,418,4834,lIlIlIllIllIll,MASTER,514
994,411,564,417,4759,PoBidau,MASTER,588
995,123,456,417,4832,PA2CO,MASTER,517
996,289,375,417,1114,알파몽,MASTER,413
997,75,302,417,4842,liyunlong1,MASTER,344
998,82,236,417,4763,생명말살자,MASTER,334
999,272,770,416,4787,GudaoXhow,MASTER,792
1000,157,634,416,4661,Co24,MASTER,671
